hotelName;offerId;hotelId;locality;postalCode;street;destinationName;accType;accType_Stat;NACE;lat;lon;price;starRating;guestReviewsRating;guestReviewsTotal;Period.2019.02;Period.2019.03;Period.2019.04;Period.2019.05;Period.2019.06;Period.2019.07;Period.2019.08;Period.2019.09;Period.2019.10;Period.2019.11;Period.2019.12;Period.2020.01;Period.2020.02;Period.2020.03;Period.2020.04;Period.2020.05;Period.2020.06;Period.2020.07;Period.2020.08;Period.NA.20
Warszawa Zachodnia Apartment;1352975360;42249230;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,224221;20,969398;330,495;3;;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
Equus Apartments;1201432640;37513520;Sopot;81-735;Pogodna 8;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,431604;18,575008;349,6;3,5;5;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
Maya's Flats & Resorts - Szlachecki;1385412192;43262881;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,34912;18,65173;286;3;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Maya's Flats & Resorts - D≥uga;1213550336;37892198;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,349214;18,650268;310;3;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Plac Zbawiciela Comfortable Apartment;1248440256;38982508;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,219387;21,021001;594;3;8;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0
Hotel Willa Pod Skocznia;424259;5619867;Zakopane;34-500;ul. Pi≥sudskiego 59a;WojewÛdztwo ma≥opolskie, Polska;Hotel;Hotels;55.1;49,285625;19,963401;219,99;3;8;34;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
Maya's Flats & Resorts - Z≥oty;1213584992;37893281;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,349195;18,649588;286;3;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Maya's Flats & Resorts- Artus;1385230080;43257190;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,349232;18,651087;310;3,5;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Lochowska Praga Studio;1352775072;42242971;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,259302;21,055365;424;3;;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
Kazimierz district big 2-bedroom;1247606816;38956463;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,050666;19,949689;450;3;;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Happy Stay Old Town Tartaczna St. 29 B;1009134528;31504204;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,354378;18,656039;330;3,5;8,6;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
Dom Aktora;486905;9726689;GdaÒsk;80-837;ul. Straganiarska 55/56;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,35254;18,655793;270;3;9;40;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
Orla Residence;1064734144;33241692;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,242634;20,998985;594,1;3,5;;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
Plac Zbawiciela Hipster Apartment;1173546528;36642079;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,22;21,0177;346,5;3,5;;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0
Chmielna Central Warsaw Apartment;1325226752;41382086;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,228151;20,996625;367,5;3;;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
Airport Residence Gold;1192571392;37236606;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,162545;20,994655;199,5;3;;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
StaÒczyka 9th Floor Apartment;1417617536;44269298;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,222234;20,956793;330;3;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
La Gioia Kazimierz Modern Apartments;432772;6113708;KrakÛw;30-527;ul. Piwna 24;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,047034;19,953607;378,9;4;8;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
La Gioia Grey Stylish Apartments;486470;9709791;KrakÛw;31-504;ul. Lubicz 12/7;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,064846;19,948327;422,58;4;7;11;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Big Apartment Old Town ;1274421568;39794424;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,055672;19,946018;500;3,5;;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0
Comfortable Smart Studio;1247611424;38956607;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,057347;19,954454;300;;10;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
Maya's Flats & Resorts- Podwale 32;1213582112;37893191;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,353316;18,652579;267;3;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Apartment Angel by Loft Affair;940943680;29373240;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,051082;19,938163;442,18;3,5;8;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
Teatr Kamienica Deluxe Apartment;1416424704;44232022;Warszawa;00-144;al. ÑSolidarnoúciî 93;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,243216;20,998447;491,01;3,5;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Hotel Jakuszyce Sport & Spa;1164188448;36349639;Szklarska PorÍba;58-580;Jakuszyce 5 A;WojewÛdztwo dolnoúlπskie, Polska;Hotel;Hotels;55.1;50,819626;15,43808;320,01;3;10;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
Lucka Rooms - Indian Summer B24.5;693496;18356417;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,23235;20,98696;255,01;3;4;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Lucka Rooms - Sound of Silence B24.6;693547;18356450;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,232356;20,98758;195;3;4;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Lucka Rooms - My Sweet Lord B24.4;693393;18356300;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,23235;20,98696;240;3;3;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Lucka Rooms - California Dreaming B24.2;692820;18355991;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,232322;20,987432;240;3;6;2;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Vistulan Boulevards Apartment;1304520448;40735014;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,237291;21,032612;335,005;3;;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Czarny Kot My Warsaw Residence;549009;12347864;Warszawa;01-042;ul. Okopowa 65;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,253782;20,981379;224,99;3;7;103;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Aparthotel Dietla 109 Horizon Apartments;1015538528;31704329;KrakÛw;31-031;ul. Dietla 109;WojewÛdztwo ma≥opolskie, Polska;Apart-hotel;Hotels;55.1;50,057826;19,946947;252;3,5;9,4;12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Little Home - Malibu;1162142560;36285705;Sopot;81-717;Haffnera 12;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,445137;18,565796;415;3;;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Kochanowskiego II Sopockie Apartamenty;1212830848;37869714;Sopot;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,434577;18,558503;231;2,5;;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Hotel Dedal;612955;15730637;Malbork;82-200;Gen. de Gaulle'a 5;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,027453;19,044559;116,4;2;8,6;30;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Hostel Siennicka;463006;8409219;Warszawa;04-393;Siennicka 48;WojewÛdztwo mazowieckie, Polska;Hostel;Boarding houses;55.2;52,254681;21,078288;47;2;5,2;5;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
Lucka Rooms - Hey Jude B24.7;693324;18356568;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,23235;20,98696;247,505;3;8;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Hostel Centrum Sabot;1330397312;41543666;KrakÛw;31-150;Rynek Kleparski 17/3;WojewÛdztwo ma≥opolskie, Polska;Hostel;Boarding houses;55.2;50,067548;19,941667;120;2;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Apartamenty Stylowe Zakopane;1022914880;31934840;Koúcielisko;34-500;ul. PajπkÛwka 28b;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;49,2999;19,9109;500;3;;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
MyHOME MyKRAKOW Apartment - Old Town;955961280;29842540;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,07181;19,95523;229,08;3,5;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Dom Wypoczynkowy U Staszla;866942848;27060714;Szaflary;34-424;ul. Szlak Papieski 36;WojewÛdztwo ma≥opolskie, Polska;Bed and breakfast;Rooms for guest;55.2;49,392894;19,987466;70;3;8,8;5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Hotel Ossa Congress & Spa;462581;3858903;Rawa Mazowiecka;96-200;Ossa 1;WojewÛdztwo ≥Ûdzkie, Polska;Hotel;Hotels;55.1;51,803848;20,382683;234;4;8,4;24;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Penguin Rooms 2322;1237804640;38650145;Wroc≥aw;undefined;;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,111459;17,037408;340;;;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0
Lucka Rooms - Here Comes The Sun B24.3;693406;18356207;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,23235;20,98696;225;3;7;2;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Apartaments Premium;719575360;22455480;Wadowice;34-100;ul. Mickiewicza 66g;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;49,882476;19,477362;270;3,5;10;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Hotel Wis≥a Premium;620618912;19363091;Wis≥a;43-460;ul. Kopyd≥o 20;WojewÛdztwo úlπskie, Polska;Hotel;Hotels;55.1;49,63422;18,87567;217;3;9;0;0;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
Elite Apartments Loft Center;1246172544;38911642;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,359559;18,643212;136,79;3,5;;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
Hotel Grand Ferdynand;383930;4148480;RzeszÛw;35-005;Grottgera 28;Podkarpackie WojewÛdztwo, Polska;Hotel;Hotels;55.1;50,041883;22,007556;204,3;4;9,2;108;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Little Home - Chopin in Love;1094556384;34173637;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,2495;21,0107;239;3,5;10;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Falenty Centrum Szkoleniowo-Konferencyjne;566227;13010237;Raszyn;05-090;Al. Hrabska 4B, 100 m od al. Hrabskiej;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,137741;20,921618;153;3;7,8;47;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Demel Hotel;175280;9072;KrakÛw;30-085†;ul. Bartosza G≥owackiego 22;WojewÛdztwo ma≥opolskie, Polska;Hotel;Hotels;55.1;50,078138;19,907339;209;3;7,6;22;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
InspiroApart Przy Kominku;1362895680;42559240;Koúcielisko;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;49,281726;19,887487;463,2;3;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
RentPlanet - Apartament SkibÛwki;1144946944;35748342;Zakopane;34-511;SkibÛwki 24;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;49,286144;19,926856;250;3;;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Mariacka 13 Wygodne Spanie;600315008;18728594;Katowice;40-005;ul. Mariacka 13/4a;WojewÛdztwo úlπskie, Polska;Guest House;Rooms for guest;55.2;50,25732;19,0259;185;3,5;2;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0
Apartamenty Bia≥ystok - Towarowa 22;1198197088;37412409;Bia≥ystok;undefined;;Podlaskie WojewÛdztwo, Polska;Apartment;Hotels;55.2;53,13725;23,190653;149;3;;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Anton Panorama Apartments Chmielna;1204194208;37599819;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,23166;21,011898;240;3;7,6;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Apartament Old Town by City Quality;656583584;20486987;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,24563;21,01343;349;3,5;8,2;14;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Hotel Vinci Airport;1198459680;37420615;Wielka Wieú;32-085;Kasztanowa 25;WojewÛdztwo ma≥opolskie, Polska;Hotel;Hotels;55.1;50,108557;19,837742;190,01;3;8;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Ambassador's Apartment;1211886176;37840193;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,206769;21,033381;330,495;3,5;6;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
City of the Kings Silver Apartments;850104000;26534500;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,04882;19,94219;362,8;3,5;7;2;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Studio Comfo;1353618592;42269331;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,234624;20,998471;349;3;;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Park Malickiego 3-Bedroom Apartment;1240636416;38738638;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,20212;20,984528;425;3;;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0
Penguin Rooms 2129;1246233376;38913543;Wroc≥aw;undefined;;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,10972;17,05579;220;3;;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Airport Apartment Kings Bed by 404 Rooms;1284270688;40102209;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,170325;20,99844;240,08;3;;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
Villa Mistral;696783936;21743248;Ustka;76-270;Øeromskiego 10;WojewÛdztwo pomorskie, Polska;Villa;Other hotel facilities;55.1;54,58673;16,86017;230;4;8;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Apartamenty Luxury - Sybirakow 10;1073962784;33530087;Bia≥ystok;15-204;SybirakÛw 10/15;Podlaskie WojewÛdztwo, Polska;Apartment;Hotels;55.2;53,131;23,1985;148;3;;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Warsaw Airport ApartHotel;1181667264;36895852;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apart-hotel;Hotels;55.1;52,1512;21,0215;199;3;8;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Modlin Palace;687745;18147035;Nowy DwÛr Mazowiecki;05-160;ul. Boudena 2;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,43344;20,66423;128;3;8;67;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Chill Apartments Bemowo;1181678720;36896210;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,2212;20,9164;229;3;10;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Pink Panther's Hostel;391987;4628944;KrakÛw;31-014;ul. úw. Tomasza 8;WojewÛdztwo ma≥opolskie, Polska;Hostel;Boarding houses;55.2;50,063804;19,936822;41,3;2;7;12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Hotel Amazonka Conference & SPA;1140427360;35607105;Ciechocinek;87-720;Romualda Traugutta 5;WojewÛdztwo kujawsko-pomorskie, Polska;Hotel;Hotels;55.1;52,888681;18,803736;234;4;10;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Boogie Hostel;329835;2229799;Wroc≥aw;50 079;ul. Ruska 34;WojewÛdztwo dolnoúlπskie, Polska;Hostel;Boarding houses;55.2;51,11118;17,027146;89,24;1,5;7,6;27;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Apartamenty Sun & Snow Spokojna;1245670560;38895955;Wis≥a;43-460;Spokojna 24 B;WojewÛdztwo úlπskie, Polska;Apartment;Hotels;55.2;49,630249;18,875522;142;3;;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Apartamenty Deluxe - ul. SybirakÛw 10;1073966112;33530191;Bia≥ystok;15-204;ul. SybirakÛw 10/1;Podlaskie WojewÛdztwo, Polska;Apartment;Hotels;55.2;53,131;23,1985;148;3;;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Business Lux Apartment;930773920;29055435;Warsaw;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,17595;20,99436;309,39;3,5;2;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
GREAT LOCATED 3 BEDROOMS;1357828640;42400895;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,208863;20,959127;576,49;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Rezydencja Bialy Jar;385994;4508110;Karpacz;58-540;ul. Konstytucji 3-go Maja 79;WojewÛdztwo dolnoúlπskie, Polska;Hotel;Hotels;55.1;50,773584;15,738845;161,5;3;7,8;9;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Solec Vistula Apartment;1082173792;33786681;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,225861;21,039686;271;3,5;;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0
P&O Apartments Plac Narutowicza 1;1123670464;35083452;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,2204;20,983;530,005;3,5;;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0
P&O Apartments Arkadia 10;1247499168;38953099;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,256968;20,992208;324;3;;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Krasinskiego Zoliborz Apartment;1262264512;39414516;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,262544;20,970837;393;3,5;;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
MB2- Ul. Nowa ;1154384928;36043279;Wroc≥aw;11-400;Nowa 2a;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,105443;17,038841;135;3,5;8;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Spacious apartment in Old Town;1247602880;38956340;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,069957;19,936992;450;3;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Villa Aronia;735268064;22945877;Ustka;76-270;Mickiewicza 15;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,58705;16,86351;190;3;;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Willa Jas i Malgosia;700266880;21852090;Koúcielisko;34-500;Wojdy≥Ûwka 33 A;WojewÛdztwo ma≥opolskie, Polska;Guest House;Rooms for guest;55.2;49,29406;19,90348;280;3;10;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Apartament na Skarbka z Gor;1053829504;32900922;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,31583;21,059303;195;3,5;;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
BC7 Apartments;909532416;28391638;KrakÛw;33-332;ul. Boøego Cia≥a 7;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,0516;19,94317;180;3;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Sky & Light Apartments;1143381792;35699431;KrakÛw;31-116;Studencka 25;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,06252;19,928509;404,11;3;8;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Penguin Apartments D≥ugosza;665167;17420118;Wroc≥aw;undefined;;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,13346;17,06289;350,005;3,5;6;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Maszewska Homely Apartment;1365323808;42635119;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,27731;20,914136;329;3;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Willa Sloneczna RÛza;1081117984;33753687;Szklarska PorÍba;58-580;Mickiewicza 15;WojewÛdztwo dolnoúlπskie, Polska;Guest House;Rooms for guest;55.2;50,826175;15,517395;239;3,5;10;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Park Mirowski Rose Apartment;1309374656;40886708;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,237356;20,994906;348;3;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Penguin Rooms - Wawel Castle;665773;17428252;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,05709;19,93014;249;3,5;3,6;5;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Best Location Apartment;635961024;19842532;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,05615;19,94257;320;3,5;10;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Sadelski Dwor;1204772224;37617882;Poronin;34-531;Murzasichle;WojewÛdztwo ma≥opolskie, Polska;Pension;Boarding houses;55.1;49,3118;20,0347;379,05;4;;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
Flats For Rent - Rezydencja Wintera;1250156960;39036155;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,345324;18,653256;303,7;3,5;;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
Classic apartment in Warsaw;881799584;27524987;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,207732;21,018425;265;3,5;8;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Mokotowska Green Apartment;1173472544;36639767;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,227;21,0221;293;3,5;;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Penguin Rooms - 1353;1226203360;38287605;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,066972;19,953532;336;3,5;;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Penguin Apartments City Center;664709;17419854;Wroc≥aw;undefined;;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,12064;17,028594;140,01;3;6,6;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Apartament Zatoka - City Centre;1127281888;35196309;Gdynia;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,520783;18,549372;110;3;8;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Noclegi RzeszÛw;1190716352;37178636;RzeszÛw;35-111;WyspiaÒskiego 18 C;Podkarpackie WojewÛdztwo, Polska;Motel;Motels;55.1;50,0381;21,9853;175;2,5;;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
